A: 50 x 50
-47 ,-82 ,-78 ,-2 ,37 ,-16 ,-98 ,76 ,53 ,71 ,69 ,-13 ,77 ,83 ,-35 ,11 ,-87 ,-76 ,23 ,97 ,-70 ,-3 ,-97 ,28 ,53 ,-23 ,-27 ,-62 ,77 ,86 ,45 ,56 ,-26 ,-10 ,-57 ,31 ,24 ,-88 ,16 ,25 ,98 ,-46 ,-44 ,-29 ,-58 ,-12 ,16 ,-58 ,35 ,-8
70 ,72 ,-47 ,45 ,12 ,96 ,-48 ,74 ,70 ,-83 ,56 ,-29 ,-12 ,-73 ,42 ,-49 ,-29 ,-61 ,66 ,72 ,7 ,-73 ,61 ,-75 ,4 ,68 ,-22 ,-36 ,9 ,30 ,4 ,85 ,83 ,20 ,92 ,-94 ,-72 ,-14 ,-59 ,-99 ,-46 ,-66 ,-10 ,-1 ,21 ,-4 ,-37 ,84 ,-11 ,-35
-34 ,-33 ,-10 ,26 ,67 ,-96 ,78 ,-93 ,71 ,39 ,1 ,-95 ,65 ,-45 ,34 ,85 ,-15 ,-26 ,81 ,-2 ,-44 ,48 ,-53 ,-18 ,7 ,4 ,93 ,-19 ,1 ,-33 ,-80 ,46 ,-64 ,-44 ,78 ,74 ,-31 ,-15 ,87 ,34 ,-65 ,85 ,-25 ,-34 ,-91 ,1 ,4 ,-61 ,28 ,-2
94 ,-22 ,51 ,43 ,-2 ,75 ,31 ,-72 ,56 ,32 ,96 ,-84 ,21 ,0 ,-46 ,18 ,52 ,41 ,48 ,73 ,1 ,-4 ,64 ,5 ,30 ,37 ,-26 ,82 ,5 ,-44 ,-72 ,-5 ,41 ,98 ,-68 ,91 ,-91 ,46 ,-37 ,-81 ,99 ,37 ,34 ,-2 ,50 ,55 ,-58 ,-2 ,-65 ,-74
71 ,-16 ,23 ,-75 ,1 ,87 ,-91 ,-95 ,16 ,56 ,-28 ,-72 ,-94 ,-10 ,-46 ,37 ,-59 ,68 ,2 ,19 ,1 ,-38 ,-69 ,-28 ,-57 ,-38 ,44 ,14 ,-18 ,15 ,55 ,66 ,87 ,8 ,-62 ,79 ,70 ,-97 ,-72 ,78 ,55 ,95 ,45 ,36 ,37 ,-35 ,-70 ,-9 ,-94 ,-45
-10 ,97 ,70 ,-71 ,47 ,-90 ,27 ,-57 ,74 ,52 ,52 ,-15 ,16 ,-93 ,-3 ,-26 ,-11 ,-5 ,-68 ,-33 ,95 ,16 ,1 ,63 ,-35 ,41 ,-90 ,26 ,98 ,43 ,42 ,-79 ,65 ,-25 ,71 ,-47 ,-36 ,49 ,19 ,70 ,62 ,-89 ,-66 ,71 ,56 ,-39 ,94 ,37 ,-53 ,3
-12 ,1 ,-65 ,-11 ,-18 ,-17 ,-74 ,-50 ,-60 ,36 ,-3 ,-23 ,76 ,-88 ,51 ,18 ,79 ,-49 ,-97 ,-77 ,-68 ,76 ,9 ,86 ,-90 ,98 ,-7 ,13 ,79 ,49 ,-38 ,82 ,70 ,-33 ,80 ,76 ,-61 ,94 ,-48 ,-47 ,96 ,49 ,20 ,-18 ,97 ,95 ,-49 ,-46 ,-39 ,-24
-72 ,23 ,-10 ,-36 ,31 ,83 ,84 ,-55 ,-72 ,18 ,-43 ,14 ,75 ,-34 ,14 ,39 ,-83 ,70 ,22 ,-52 ,-61 ,27 ,-42 ,90 ,35 ,26 ,-96 ,-81 ,-4 ,13 ,-47 ,93 ,31 ,85 ,-87 ,72 ,96 ,-13 ,31 ,15 ,13 ,0 ,-46 ,-95 ,83 ,-36 ,58 ,58 ,83 ,21
-36 ,-95 ,-44 ,77 ,80 ,61 ,12 ,39 ,41 ,51 ,40 ,88 ,-28 ,-66 ,-84 ,97 ,-31 ,-82 ,99 ,64 ,-26 ,-69 ,-75 ,11 ,37 ,27 ,-19 ,-80 ,11 ,-44 ,-24 ,31 ,47 ,-50 ,61 ,81 ,-74 ,43 ,6 ,87 ,-28 ,-14 ,6 ,9 ,-52 ,28 ,46 ,50 ,-32 ,58
97 ,-53 ,-40 ,16 ,-38 ,92 ,-8 ,-30 ,-84 ,5 ,-96 ,-91 ,39 ,43 ,85 ,-26 ,-92 ,54 ,84 ,28 ,-24 ,85 ,57 ,-6 ,-77 ,-44 ,-7 ,41 ,31 ,-76 ,34 ,86 ,-29 ,38 ,-54 ,27 ,-92 ,-21 ,-17 ,-85 ,-98 ,90 ,-22 ,-54 ,74 ,36 ,11 ,0 ,76 ,26
-76 ,97 ,64 ,-55 ,-72 ,-7 ,-36 ,-96 ,-44 ,-18 ,-50 ,17 ,-82 ,-75 ,66 ,46 ,-26 ,46 ,-54 ,-47 ,85 ,-82 ,-27 ,6 ,-1 ,86 ,56 ,-45 ,11 ,57 ,-50 ,-65 ,17 ,-64 ,15 ,57 ,3 ,-35 ,71 ,57 ,-92 ,7 ,-70 ,90 ,57 ,33 ,41 ,35 ,-19 ,-4
70 ,25 ,-40 ,-71 ,-15 ,80 ,63 ,38 ,-85 ,74 ,-89 ,55 ,-20 ,-50 ,-32 ,-54 ,21 ,-15 ,-1 ,-72 ,4 ,-86 ,45 ,82 ,64 ,-40 ,-99 ,60 ,-20 ,-98 ,-37 ,-10 ,90 ,6 ,-69 ,-34 ,87 ,31 ,-47 ,17 ,-45 ,16 ,-91 ,58 ,64 ,-24 ,-13 ,22 ,-68 ,-58
-30 ,-1 ,40 ,83 ,99 ,-37 ,-55 ,59 ,80 ,-26 ,-32 ,76 ,-61 ,86 ,-78 ,-86 ,-94 ,-97 ,38 ,-30 ,-51 ,-3 ,-68 ,-60 ,40 ,-27 ,96 ,58 ,32 ,-24 ,-7 ,7 ,-98 ,-35 ,-60 ,38 ,-9 ,-29 ,-5 ,-59 ,-3 ,98 ,82 ,-91 ,-58 ,-54 ,-20 ,86 ,17 ,10
-64 ,-65 ,2 ,37 ,-55 ,-66 ,-8 ,-61 ,-14 ,-98 ,34 ,28 ,31 ,97 ,-80 ,-84 ,3 ,67 ,70 ,-19 ,56 ,65 ,88 ,-72 ,-65 ,29 ,15 ,-2 ,89 ,-87 ,-17 ,-5 ,92 ,-36 ,93 ,-18 ,74 ,-76 ,57 ,-34 ,69 ,-59 ,63 ,-24 ,-1 ,-25 ,15 ,64 ,87 ,-65
-80 ,-45 ,21 ,87 ,-4 ,49 ,39 ,41 ,-50 ,17 ,3 ,-97 ,74 ,-11 ,-51 ,54 ,-58 ,39 ,6 ,46 ,-17 ,52 ,5 ,75 ,15 ,45 ,-4 ,-12 ,-11 ,-5 ,-95 ,-19 ,12 ,76 ,61 ,65 ,71 ,-51 ,-91 ,4 ,78 ,-34 ,-95 ,48 ,-81 ,73 ,-3 ,14 ,87 ,15
80 ,3 ,-62 ,-72 ,41 ,-98 ,1 ,77 ,-4 ,72 ,11 ,-69 ,68 ,-62 ,63 ,64 ,-49 ,-91 ,75 ,-57 ,-63 ,-51 ,-49 ,36 ,87 ,-9 ,46 ,76 ,-14 ,-93 ,-69 ,98 ,-20 ,12 ,-82 ,0 ,-15 ,89 ,78 ,3 ,83 ,6 ,77 ,50 ,94 ,-95 ,5 ,45 ,87 ,-73
-50 ,-42 ,9 ,81 ,-23 ,-9 ,18 ,-48 ,34 ,-40 ,-25 ,-67 ,-73 ,45 ,49 ,77 ,-46 ,-64 ,-15 ,-46 ,34 ,6 ,-54 ,-75 ,-64 ,-77 ,28 ,-91 ,-66 ,1 ,46 ,-32 ,-73 ,-51 ,8 ,-19 ,-90 ,62 ,80 ,2 ,3 ,77 ,65 ,-73 ,13 ,33 ,-30 ,67 ,-43 ,-87
-30 ,-62 ,-84 ,98 ,71 ,-54 ,-15 ,76 ,23 ,38 ,-99 ,24 ,-97 ,23 ,75 ,-1 ,-36 ,-26 ,-23 ,-16 ,10 ,22 ,99 ,-78 ,-65 ,6 ,86 ,82 ,11 ,93 ,58 ,25 ,-30 ,-32 ,-70 ,-21 ,-72 ,15 ,76 ,11 ,-84 ,68 ,-30 ,-37 ,44 ,64 ,-66 ,25 ,-79 ,-88
-81 ,27 ,-93 ,23 ,74 ,-64 ,11 ,89 ,55 ,96 ,-92 ,24 ,15 ,66 ,72 ,25 ,-8 ,8 ,23 ,-40 ,-15 ,90 ,-19 ,-72 ,53 ,-55 ,11 ,-61 ,-21 ,12 ,31 ,-90 ,25 ,-23 ,-38 ,-9 ,61 ,65 ,21 ,-95 ,-32 ,-18 ,77 ,-77 ,61 ,80 ,61 ,-71 ,43 ,-57
-24 ,27 ,-5 ,70 ,-18 ,48 ,3 ,-46 ,-99 ,51 ,-6 ,-95 ,82 ,93 ,14 ,4 ,-75 ,-22 ,-49 ,-29 ,42 ,-3 ,-14 ,-22 ,30 ,42 ,47 ,10 ,-26 ,-93 ,-20 ,-41 ,-33 ,84 ,42 ,86 ,-20 ,8 ,34 ,8 ,11 ,-44 ,-55 ,81 ,58 ,83 ,4 ,65 ,63 ,76
23 ,1 ,-47 ,53 ,-61 ,-95 ,89 ,-55 ,18 ,-77 ,95 ,-57 ,66 ,13 ,-97 ,6 ,95 ,97 ,22 ,-59 ,75 ,31 ,-35 ,49 ,93 ,-9 ,22 ,49 ,-81 ,96 ,36 ,77 ,4 ,50 ,-65 ,-98 ,72 ,-21 ,42 ,98 ,-75 ,-59 ,12 ,-87 ,77 ,-6 ,82 ,-70 ,24 ,-37
55 ,-8 ,66 ,-73 ,91 ,13 ,71 ,15 ,44 ,-64 ,70 ,25 ,-8 ,71 ,59 ,-13 ,86 ,-46 ,-77 ,66 ,-36 ,-65 ,83 ,-35 ,-69 ,-73 ,-62 ,-4 ,39 ,-68 ,-50 ,64 ,-46 ,86 ,84 ,88 ,-69 ,-64 ,-7 ,-31 ,-60 ,61 ,-57 ,-66 ,-58 ,-57 ,42 ,62 ,74 ,60
-7 ,-65 ,-6 ,-33 ,-55 ,-38 ,37 ,-99 ,59 ,64 ,-98 ,3 ,-36 ,90 ,-49 ,37 ,-45 ,29 ,94 ,-73 ,10 ,94 ,-42 ,-38 ,-38 ,-78 ,14 ,-47 ,68 ,-62 ,94 ,20 ,-48 ,17 ,-12 ,-62 ,17 ,7 ,-3 ,-93 ,31 ,-59 ,21 ,56 ,-46 ,92 ,-38 ,92 ,-73 ,-66

B: 50 x 50
-2 ,19 ,35 ,-25 ,37 ,-56 ,1 ,0 ,-55 ,-53 ,-73 ,-93 ,9 ,41 ,-83 ,-97 ,-53 ,72 ,-98 ,18 ,12 ,9 ,-25 ,-36 ,90 ,-53 ,-56 ,-36 ,79 ,45 ,9 ,-60 ,-50 ,-4 ,-40 ,17 ,97 ,-30 ,86 ,-14 ,-37 ,-12 ,42 ,-88 ,38 ,-17 ,90 ,-73 ,-88 ,-52
-18 ,53 ,-10 ,-76 ,-6 ,-16 ,-74 ,62 ,-18 ,-24 ,30 ,-72 ,94 ,93 ,-83 ,3 ,20 ,-97 ,-29 ,89 ,-85 ,72 ,53 ,-84 ,45 ,-27 ,12 ,95 ,19 ,-40 ,78 ,30 ,53 ,1 ,36 ,-83 ,-52 ,-37 ,53 ,55 ,-79 ,-22 ,73 ,41 ,42 ,71 ,-49 ,47 ,-43 ,-79
-38 ,45 ,99 ,14 ,-32 ,-57 ,-50 ,76 ,-28 ,90 ,73 ,22 ,-46 ,-27 ,83 ,46 ,28 ,57 ,5 ,-40 ,21 ,-21 ,31 ,-92 ,-89 ,-66 ,53 ,15 ,-63 ,-55 ,82 ,-11 ,86 ,43 ,-81 ,-33 ,73 ,-87 ,44 ,-9 ,-14 ,60 ,45 ,13 ,-97 ,28 ,38 ,-54 ,70 ,-53
-18 ,45 ,-58 ,12 ,78 ,-64 ,66 ,-34 ,-42 ,29 ,-26 ,83 ,11 ,38 ,-62 ,-53 ,81 ,50 ,24 ,-43 ,31 ,-46 ,38 ,-35 ,-82 ,-89 ,-80 ,-98 ,-23 ,-33 ,44 ,34 ,26 ,20 ,45 ,-60 ,-2 ,-89 ,40 ,-63 ,61 ,22 ,-90 ,-75 ,-21 ,21 ,56 ,98 ,-45 ,25
26 ,99 ,-91 ,-22 ,14 ,52 ,6 ,-81 ,-58 ,-15 ,21 ,79 ,-90 ,46 ,-81 ,-47 ,-98 ,-15 ,48 ,71 ,-85 ,31 ,-65 ,69 ,68 ,2 ,-99 ,57 ,13 ,13 ,8 ,42 ,-47 ,-51 ,80 ,-89 ,0 ,29 ,70 ,-47 ,18 ,59 ,84 ,-1 ,79 ,-13 ,-71 ,55 ,97 ,-98
-46 ,-24 ,-6 ,-34 ,62 ,-41 ,-86 ,2 ,-4 ,-48 ,17 ,14 ,-93 ,53 ,-86 ,-46 ,-89 ,-28 ,93 ,-38 ,-8 ,6 ,-19 ,-32 ,29 ,-13 ,-52 ,13 ,11 ,-5 ,-82 ,88 ,-84 ,53 ,0 ,-79 ,-89 ,60 ,29 ,-32 ,-75 ,92 ,-95 ,7 ,-86 ,-30 ,3 ,-97 ,94 ,-1
-10 ,-27 ,-82 ,-62 ,-63 ,50 ,-53 ,83 ,44 ,97 ,96 ,-27 ,16 ,-21 ,-83 ,-30 ,20 ,-34 ,52 ,-55 ,49 ,-85 ,2 ,-83 ,-48 ,-79 ,-12 ,36 ,-33 ,28 ,62 ,82 ,-27 ,23 ,92 ,85 ,-25 ,3 ,9 ,91 ,33 ,-72 ,-28 ,75 ,-65 ,43 ,67 ,-23 ,4 ,54
55 ,14 ,-72 ,68 ,-24 ,-60 ,-67 ,71 ,-88 ,-24 ,-90 ,29 ,-7 ,-5 ,-60 ,-97 ,17 ,-35 ,15 ,-87 ,70 ,22 ,13 ,-14 ,23 ,-58 ,76 ,21 ,44 ,73 ,17 ,34 ,-47 ,52 ,15 ,-53 ,0 ,8 ,-95 ,6 ,-23 ,8 ,-9 ,-14 ,-28 ,76 ,-77 ,33 ,79 ,65
-10 ,12 ,-14 ,-46 ,24 ,53 ,-96 ,75 ,-88 ,-89 ,95 ,40 ,54 ,-83 ,17 ,-55 ,71 ,-63 ,-67 ,52 ,-31 ,29 ,-76 ,-75 ,30 ,-65 ,-91 ,-3 ,81 ,0 ,59 ,48 ,69 ,-65 ,83 ,22 ,4 ,8 ,41 ,-37 ,-22 ,57 ,84 ,-71 ,-93 ,40 ,-61 ,51 ,31 ,20
70 ,-56 ,71 ,8 ,80 ,-76 ,12 ,-61 ,-72 ,9 ,8 ,-77 ,-30 ,-77 ,6 ,79 ,97 ,28 ,-56 ,-51 ,10 ,13 ,95 ,-74 ,86 ,98 ,59 ,-71 ,61 ,-23 ,95 ,98 ,90 ,41 ,22 ,-77 ,-74 ,83 ,-63 ,69 ,-10 ,47 ,60 ,56 ,-23 ,11 ,17 ,57 ,-27 ,29
-22 ,-84 ,-30 ,44 ,-71 ,-45 ,-57 ,-5 ,3 ,-46 ,-57 ,84 ,87 ,-91 ,69 ,-31 ,9 ,29 ,-65 ,96 ,22 ,55 ,1 ,-99 ,-3 ,37 ,-3 ,-69 ,-50 ,-32 ,-77 ,-59 ,28 ,-65 ,95 ,-33 ,-88 ,58 ,37 ,-74 ,15 ,-18 ,32 ,14 ,58 ,-33 ,20 ,66 ,-59 ,-63
-89 ,99 ,23 ,6 ,-16 ,-78 ,-72 ,-58 ,7 ,48 ,69 ,24 ,-86 ,57 ,16 ,54 ,-66 ,-39 ,-63 ,-23 ,0 ,17 ,1 ,-52 ,-43 ,-51 ,49 ,-74 ,71 ,40 ,56 ,-62 ,-17 ,85 ,-87 ,-32 ,-17 ,-92 ,-65 ,-69 ,-67 ,8 ,-86 ,87 ,-63 ,-68 ,51 ,-41 ,2 ,-93
